          client-3775  [000]  3996.636197: function:             finish_task_switch <-- schedule
          client-3775  [000]  3996.636221: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.636222: function:             tick_do_update_jiffies64 <-- tick_sched_timer
          client-3775  [000]  3996.636223: function:             _raw_spin_lock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.636223: function:             do_timer <-- tick_do_update_jiffies64
          client-3775  [000]  3996.636224: function:             update_wall_time <-- do_timer
          client-3775  [000]  3996.636224: function:             read_hpet <-- update_wall_time
          client-3775  [000]  3996.636225: function:             calc_global_load <-- do_timer
          client-3775  [000]  3996.636226: function:             _raw_spin_unlock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.636226: function:             update_process_times <-- tick_sched_timer
          client-3775  [000]  3996.636226: function:             account_process_tick <-- update_process_times
          client-3775  [000]  3996.636226: function:             account_user_time <-- account_process_tick
          client-3775  [000]  3996.636227: function:             cpuacct_update_stats <-- account_user_time
          client-3775  [000]  3996.636227: function:             __rcu_read_lock <-- cpuacct_update_stats
          client-3775  [000]  3996.636227: function:             __rcu_read_unlock <-- cpuacct_update_stats
          client-3775  [000]  3996.636228: function:             acct_update_integrals <-- account_user_time
          client-3775  [000]  3996.636228: function:             jiffies_to_timeval <-- acct_update_integrals
          client-3775  [000]  3996.636228: function:             run_local_timers <-- update_process_times
          client-3775  [000]  3996.636229: function:             hrtimer_run_queues <-- run_local_timers
          client-3775  [000]  3996.636229: function:             raise_softirq <-- run_local_timers
          client-3775  [000]  3996.636229: function:             rcu_check_callbacks <-- update_process_times
          client-3775  [000]  3996.636229: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.636230: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.636230: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.636230: function:             printk_tick <-- update_process_times
          client-3775  [000]  3996.636230: function:             scheduler_tick <-- update_process_times
          client-3775  [000]  3996.636231: function:             ktime_get <-- sched_clock_tick
          client-3775  [000]  3996.636231: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.636232: function:             _raw_spin_lock <-- scheduler_tick
          client-3775  [000]  3996.636233: function:             update_cpu_load <-- scheduler_tick
          client-3775  [000]  3996.636233: function:             sched_avg_update <-- update_cpu_load
          client-3775  [000]  3996.636234: function:             task_tick_dl <-- scheduler_tick
          client-3775  [000]  3996.636234: function:             update_curr_dl <-- task_tick_dl
          client-3775  [000]  3996.636234: function:             effective_cbs <-- update_curr_dl
          client-3775  [000]  3996.636234: function:             on_dl_rq <-- update_curr_dl
          client-3775  [000]  3996.636235: function:             cpuacct_charge <-- update_curr_dl
          client-3775  [000]  3996.636235: function:             __rcu_read_lock <-- cpuacct_charge
          client-3775  [000]  3996.636235: function:             __rcu_read_unlock <-- cpuacct_charge
          client-3775  [000]  3996.636236: function:             dl_runtime_exceeded <-- update_curr_dl
          client-3775  [000]  3996.636236: function:             dl_time_before <-- dl_runtime_exceeded
          client-3775  [000]  3996.636236: function:             _raw_spin_unlock <-- scheduler_tick
          client-3775  [000]  3996.636236: function:             _raw_spin_lock <-- perf_ctx_adjust_freq
          client-3775  [000]  3996.636237: function:             _raw_spin_unlock <-- perf_ctx_adjust_freq
          client-3775  [000]  3996.636237: function:             run_posix_cpu_timers <-- update_process_times
          client-3775  [000]  3996.636238: function:             profile_tick <-- tick_sched_timer
          client-3775  [000]  3996.636238: function:             hrtimer_forward <-- tick_sched_timer
          client-3775  [000]  3996.636238: function:             ktime_add_safe <-- hrtimer_forward
          client-3775  [000]  3996.636238: function:             ktime_add_safe <-- hrtimer_forward
          client-3775  [000]  3996.636239: function:             _raw_spin_lock <-- __run_hrtimer
          client-3775  [000]  3996.636239: function:             enqueue_hrtimer <-- __run_hrtimer
          client-3775  [000]  3996.636239: function:             _raw_spin_lock_irqsave <-- debug_object_activate
          client-3775  [000]  3996.636240: function:             _raw_spin_unlock_irqrestore <-- debug_object_activate
          client-3775  [000]  3996.636240: function:             _raw_spin_unlock <-- hrtimer_interrupt
          client-3775  [000]  3996.636241: function:             tick_program_event <-- hrtimer_interrupt
          client-3775  [000]  3996.636241: function:             tick_dev_program_event <-- tick_program_event
          client-3775  [000]  3996.636241: function:             ktime_get <-- tick_dev_program_event
          client-3775  [000]  3996.636241: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.636243: function:             clockevents_program_event <-- tick_dev_program_event
          client-3775  [000]  3996.636243: function:             lapic_next_event <-- clockevents_program_event
          client-3775  [000]  3996.636243: function:             native_apic_mem_write <-- lapic_next_event
          client-3775  [000]  3996.636243: function:             irq_exit <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.636244: function:             do_softirq <-- irq_exit
          client-3775  [000]  3996.636244: function:             __do_softirq <-- do_softirq
          client-3775  [000]  3996.636244: function:             __local_bh_disable <-- __do_softirq
          client-3775  [000]  3996.636245: function:             run_timer_softirq <-- __do_softirq
          client-3775  [000]  3996.636245: function:             hrtimer_run_pending <-- run_timer_softirq
          client-3775  [000]  3996.636245: function:             _raw_spin_lock_irq <-- run_timer_softirq
          client-3775  [000]  3996.636246: function:             _raw_spin_unlock_irq <-- run_timer_softirq
          client-3775  [000]  3996.636246: function:             rcu_bh_qs <-- __do_softirq
          client-3775  [000]  3996.636246: function:             _local_bh_enable <-- __do_softirq
          client-3775  [000]  3996.636247: function:             rcu_irq_exit <-- irq_exit
          client-3775  [000]  3996.636247: function:             idle_cpu <-- irq_exit
          client-3775  [000]  3996.637214: function:             smp_apic_timer_interrupt <-- apic_timer_interrupt
          client-3775  [000]  3996.637214: function:             native_apic_mem_write <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.637214: function:             irq_enter <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.637214: function:             rcu_irq_enter <-- irq_enter
          client-3775  [000]  3996.637215: function:             idle_cpu <-- irq_enter
          client-3775  [000]  3996.637215: function:             hrtimer_interrupt <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.637215: function:             ktime_get <-- hrtimer_interrupt
          client-3775  [000]  3996.637216: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.637217: function:             _raw_spin_lock <-- hrtimer_interrupt
          client-3775  [000]  3996.637217: function:             __run_hrtimer <-- hrtimer_interrupt
          client-3775  [000]  3996.637218: function:             _raw_spin_lock_irqsave <-- debug_object_deactivate
          client-3775  [000]  3996.637218: function:             _raw_spin_unlock_irqrestore <-- debug_object_deactivate
          client-3775  [000]  3996.637218: function:             __remove_hrtimer <-- __run_hrtimer
          client-3775  [000]  3996.637219: function:             _raw_spin_unlock <-- __run_hrtimer
          client-3775  [000]  3996.637219: function:             tick_sched_timer <-- __run_hrtimer
          client-3775  [000]  3996.637219: function:             ktime_get <-- tick_sched_timer
          client-3775  [000]  3996.637219: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.637221: function:             tick_do_update_jiffies64 <-- tick_sched_timer
          client-3775  [000]  3996.637221: function:             _raw_spin_lock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.637221: function:             do_timer <-- tick_do_update_jiffies64
          client-3775  [000]  3996.637222: function:             update_wall_time <-- do_timer
          client-3775  [000]  3996.637222: function:             read_hpet <-- update_wall_time
          client-3775  [000]  3996.637223: function:             calc_global_load <-- do_timer
          client-3775  [000]  3996.637223: function:             _raw_spin_unlock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.637224: function:             update_process_times <-- tick_sched_timer
          client-3775  [000]  3996.637224: function:             account_process_tick <-- update_process_times
          client-3775  [000]  3996.637224: function:             account_user_time <-- account_process_tick
          client-3775  [000]  3996.637225: function:             cpuacct_update_stats <-- account_user_time
          client-3775  [000]  3996.637225: function:             __rcu_read_lock <-- cpuacct_update_stats
          client-3775  [000]  3996.637225: function:             __rcu_read_unlock <-- cpuacct_update_stats
          client-3775  [000]  3996.637225: function:             acct_update_integrals <-- account_user_time
          client-3775  [000]  3996.637226: function:             jiffies_to_timeval <-- acct_update_integrals
          client-3775  [000]  3996.637226: function:             run_local_timers <-- update_process_times
          client-3775  [000]  3996.637226: function:             hrtimer_run_queues <-- run_local_timers
          client-3775  [000]  3996.637226: function:             raise_softirq <-- run_local_timers
          client-3775  [000]  3996.637227: function:             rcu_check_callbacks <-- update_process_times
          client-3775  [000]  3996.637227: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.637227: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.637227: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.637228: function:             raise_softirq <-- rcu_check_callbacks
          client-3775  [000]  3996.637228: function:             printk_tick <-- update_process_times
          client-3775  [000]  3996.637228: function:             scheduler_tick <-- update_process_times
          client-3775  [000]  3996.637229: function:             ktime_get <-- sched_clock_tick
          client-3775  [000]  3996.637229: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.637230: function:             _raw_spin_lock <-- scheduler_tick
          client-3775  [000]  3996.637231: function:             update_cpu_load <-- scheduler_tick
          client-3775  [000]  3996.637231: function:             sched_avg_update <-- update_cpu_load
          client-3775  [000]  3996.637231: function:             task_tick_dl <-- scheduler_tick
          client-3775  [000]  3996.637232: function:             update_curr_dl <-- task_tick_dl
          client-3775  [000]  3996.637232: function:             effective_cbs <-- update_curr_dl
          client-3775  [000]  3996.637232: function:             on_dl_rq <-- update_curr_dl
          client-3775  [000]  3996.637232: function:             cpuacct_charge <-- update_curr_dl
          client-3775  [000]  3996.637232: function:             __rcu_read_lock <-- cpuacct_charge
          client-3775  [000]  3996.637233: function:             __rcu_read_unlock <-- cpuacct_charge
          client-3775  [000]  3996.637233: function:             dl_runtime_exceeded <-- update_curr_dl
          client-3775  [000]  3996.637233: function:             dl_time_before <-- dl_runtime_exceeded
          client-3775  [000]  3996.637234: function:             _raw_spin_unlock <-- scheduler_tick
          client-3775  [000]  3996.637234: function:             _raw_spin_lock <-- perf_ctx_adjust_freq
          client-3775  [000]  3996.637234: function:             _raw_spin_unlock <-- perf_ctx_adjust_freq
          client-3775  [000]  3996.637235: function:             run_posix_cpu_timers <-- update_process_times
          client-3775  [000]  3996.637235: function:             profile_tick <-- tick_sched_timer
          client-3775  [000]  3996.637235: function:             hrtimer_forward <-- tick_sched_timer
          client-3775  [000]  3996.637235: function:             ktime_add_safe <-- hrtimer_forward
          client-3775  [000]  3996.637236: function:             ktime_add_safe <-- hrtimer_forward
          client-3775  [000]  3996.637236: function:             _raw_spin_lock <-- __run_hrtimer
          client-3775  [000]  3996.637236: function:             enqueue_hrtimer <-- __run_hrtimer
          client-3775  [000]  3996.637237: function:             _raw_spin_lock_irqsave <-- debug_object_activate
          client-3775  [000]  3996.637237: function:             _raw_spin_unlock_irqrestore <-- debug_object_activate
          client-3775  [000]  3996.637237: function:             _raw_spin_unlock <-- hrtimer_interrupt
          client-3775  [000]  3996.637238: function:             tick_program_event <-- hrtimer_interrupt
          client-3775  [000]  3996.637238: function:             tick_dev_program_event <-- tick_program_event
          client-3775  [000]  3996.637238: function:             ktime_get <-- tick_dev_program_event
          client-3775  [000]  3996.637238: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.637240: function:             clockevents_program_event <-- tick_dev_program_event
          client-3775  [000]  3996.637240: function:             lapic_next_event <-- clockevents_program_event
          client-3775  [000]  3996.637240: function:             native_apic_mem_write <-- lapic_next_event
          client-3775  [000]  3996.637241: function:             irq_exit <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.637241: function:             do_softirq <-- irq_exit
          client-3775  [000]  3996.637241: function:             __do_softirq <-- do_softirq
          client-3775  [000]  3996.637241: function:             __local_bh_disable <-- __do_softirq
          client-3775  [000]  3996.637242: function:             run_timer_softirq <-- __do_softirq
          client-3775  [000]  3996.637242: function:             hrtimer_run_pending <-- run_timer_softirq
          client-3775  [000]  3996.637242: function:             _raw_spin_lock_irq <-- run_timer_softirq
          client-3775  [000]  3996.637243: function:             _raw_spin_unlock_irq <-- run_timer_softirq
          client-3775  [000]  3996.637243: function:             rcu_bh_qs <-- __do_softirq
          client-3775  [000]  3996.637243: function:             rcu_process_callbacks <-- __do_softirq
          client-3775  [000]  3996.637244: function:             __rcu_process_callbacks <-- rcu_process_callbacks
          client-3775  [000]  3996.637244: function:             force_quiescent_state <-- __rcu_process_callbacks
          client-3775  [000]  3996.637244: function:             rcu_process_gp_end <-- __rcu_process_callbacks
          client-3775  [000]  3996.637244: function:             check_for_new_grace_period <-- __rcu_process_callbacks
          client-3775  [000]  3996.637245: function:             __rcu_process_callbacks <-- rcu_process_callbacks
          client-3775  [000]  3996.637245: function:             force_quiescent_state <-- __rcu_process_callbacks
          client-3775  [000]  3996.637245: function:             rcu_process_gp_end <-- __rcu_process_callbacks
          client-3775  [000]  3996.637246: function:             check_for_new_grace_period <-- __rcu_process_callbacks
          client-3775  [000]  3996.637246: function:             __rcu_process_callbacks <-- rcu_process_callbacks
          client-3775  [000]  3996.637246: function:             force_quiescent_state <-- __rcu_process_callbacks
          client-3775  [000]  3996.637246: function:             _raw_spin_trylock <-- force_quiescent_state
          client-3775  [000]  3996.637247: function:             _raw_spin_lock <-- force_quiescent_state
          client-3775  [000]  3996.637248: function:             _raw_spin_unlock <-- force_quiescent_state
          client-3775  [000]  3996.637248: function:             force_qs_rnp <-- force_quiescent_state
          client-3775  [000]  3996.637248: function:             _raw_spin_lock_irqsave <-- force_qs_rnp
          client-3775  [000]  3996.637249: function:             _raw_spin_unlock_irqrestore <-- force_qs_rnp
          client-3775  [000]  3996.637250: function:             _raw_spin_lock <-- force_quiescent_state
          client-3775  [000]  3996.637250: function:             _raw_spin_unlock <-- force_quiescent_state
          client-3775  [000]  3996.637250: function:             _raw_spin_unlock_irqrestore <-- force_quiescent_state
          client-3775  [000]  3996.637251: function:             rcu_process_gp_end <-- __rcu_process_callbacks
          client-3775  [000]  3996.637251: function:             check_for_new_grace_period <-- __rcu_process_callbacks
          client-3775  [000]  3996.637251: function:             rcu_bh_qs <-- __do_softirq
          client-3775  [000]  3996.637252: function:             _local_bh_enable <-- __do_softirq
          client-3775  [000]  3996.637252: function:             rcu_irq_exit <-- irq_exit
          client-3775  [000]  3996.637252: function:             idle_cpu <-- irq_exit
          client-3775  [000]  3996.638212: function:             smp_apic_timer_interrupt <-- apic_timer_interrupt
          client-3775  [000]  3996.638212: function:             native_apic_mem_write <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.638212: function:             irq_enter <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.638213: function:             rcu_irq_enter <-- irq_enter
          client-3775  [000]  3996.638213: function:             idle_cpu <-- irq_enter
          client-3775  [000]  3996.638213: function:             hrtimer_interrupt <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.638213: function:             ktime_get <-- hrtimer_interrupt
          client-3775  [000]  3996.638214: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.638215: function:             _raw_spin_lock <-- hrtimer_interrupt
          client-3775  [000]  3996.638215: function:             __run_hrtimer <-- hrtimer_interrupt
          client-3775  [000]  3996.638216: function:             _raw_spin_lock_irqsave <-- debug_object_deactivate
          client-3775  [000]  3996.638216: function:             _raw_spin_unlock_irqrestore <-- debug_object_deactivate
          client-3775  [000]  3996.638216: function:             __remove_hrtimer <-- __run_hrtimer
          client-3775  [000]  3996.638217: function:             _raw_spin_unlock <-- __run_hrtimer
          client-3775  [000]  3996.638217: function:             tick_sched_timer <-- __run_hrtimer
          client-3775  [000]  3996.638217: function:             ktime_get <-- tick_sched_timer
          client-3775  [000]  3996.638218: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.638219: function:             tick_do_update_jiffies64 <-- tick_sched_timer
          client-3775  [000]  3996.638219: function:             _raw_spin_lock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.638220: function:             do_timer <-- tick_do_update_jiffies64
          client-3775  [000]  3996.638220: function:             update_wall_time <-- do_timer
          client-3775  [000]  3996.638220: function:             read_hpet <-- update_wall_time
          client-3775  [000]  3996.638221: function:             calc_global_load <-- do_timer
          client-3775  [000]  3996.638222: function:             _raw_spin_unlock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.638222: function:             update_process_times <-- tick_sched_timer
          client-3775  [000]  3996.638222: function:             account_process_tick <-- update_process_times
          client-3775  [000]  3996.638222: function:             account_user_time <-- account_process_tick
          client-3775  [000]  3996.638223: function:             cpuacct_update_stats <-- account_user_time
          client-3775  [000]  3996.638223: function:             __rcu_read_lock <-- cpuacct_update_stats
          client-3775  [000]  3996.638223: function:             __rcu_read_unlock <-- cpuacct_update_stats
          client-3775  [000]  3996.638224: function:             acct_update_integrals <-- account_user_time
          client-3775  [000]  3996.638224: function:             jiffies_to_timeval <-- acct_update_integrals
          client-3775  [000]  3996.638224: function:             run_local_timers <-- update_process_times
          client-3775  [000]  3996.638224: function:             hrtimer_run_queues <-- run_local_timers
          client-3775  [000]  3996.638225: function:             raise_softirq <-- run_local_timers
          client-3775  [000]  3996.638225: function:             rcu_check_callbacks <-- update_process_times
          client-3775  [000]  3996.638225: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.638225: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.638226: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.638226: function:             printk_tick <-- update_process_times
          client-3775  [000]  3996.638226: function:             scheduler_tick <-- update_process_times
          client-3775  [000]  3996.638227: function:             ktime_get <-- sched_clock_tick
          client-3775  [000]  3996.638227: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.638228: function:             _raw_spin_lock <-- scheduler_tick
          client-3775  [000]  3996.638229: function:             update_cpu_load <-- scheduler_tick
          client-3775  [000]  3996.638229: function:             sched_avg_update <-- update_cpu_load
          client-3775  [000]  3996.638229: function:             task_tick_dl <-- scheduler_tick
          client-3775  [000]  3996.638230: function:             update_curr_dl <-- task_tick_dl
          client-3775  [000]  3996.638230: function:             effective_cbs <-- update_curr_dl
          client-3775  [000]  3996.638230: function:             on_dl_rq <-- update_curr_dl
          client-3775  [000]  3996.638230: function:             cpuacct_charge <-- update_curr_dl
          client-3775  [000]  3996.638230: function:             __rcu_read_lock <-- cpuacct_charge
          client-3775  [000]  3996.638231: function:             __rcu_read_unlock <-- cpuacct_charge
          client-3775  [000]  3996.638231: function:             dl_runtime_exceeded <-- update_curr_dl
          client-3775  [000]  3996.638231: function:             dl_time_before <-- dl_runtime_exceeded
          client-3775  [000]  3996.638232: function:             _raw_spin_unlock <-- scheduler_tick
          client-3775  [000]  3996.638232: function:             _raw_spin_lock <-- perf_ctx_adjust_freq
          client-3775  [000]  3996.638232: function:             _raw_spin_unlock <-- perf_ctx_adjust_freq
          client-3775  [000]  3996.638233: function:             run_posix_cpu_timers <-- update_process_times
          client-3775  [000]  3996.638233: function:             profile_tick <-- tick_sched_timer
          client-3775  [000]  3996.638233: function:             hrtimer_forward <-- tick_sched_timer
          client-3775  [000]  3996.638233: function:             ktime_add_safe <-- hrtimer_forward
          client-3775  [000]  3996.638234: function:             ktime_add_safe <-- hrtimer_forward
          client-3775  [000]  3996.638234: function:             _raw_spin_lock <-- __run_hrtimer
          client-3775  [000]  3996.638234: function:             enqueue_hrtimer <-- __run_hrtimer
          client-3775  [000]  3996.638235: function:             _raw_spin_lock_irqsave <-- debug_object_activate
          client-3775  [000]  3996.638235: function:             _raw_spin_unlock_irqrestore <-- debug_object_activate
          client-3775  [000]  3996.638235: function:             _raw_spin_unlock <-- hrtimer_interrupt
          client-3775  [000]  3996.638236: function:             tick_program_event <-- hrtimer_interrupt
          client-3775  [000]  3996.638236: function:             tick_dev_program_event <-- tick_program_event
          client-3775  [000]  3996.638236: function:             ktime_get <-- tick_dev_program_event
          client-3775  [000]  3996.638236: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.638238: function:             clockevents_program_event <-- tick_dev_program_event
          client-3775  [000]  3996.638238: function:             lapic_next_event <-- clockevents_program_event
          client-3775  [000]  3996.638238: function:             native_apic_mem_write <-- lapic_next_event
          client-3775  [000]  3996.638239: function:             irq_exit <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.638239: function:             do_softirq <-- irq_exit
          client-3775  [000]  3996.638239: function:             __do_softirq <-- do_softirq
          client-3775  [000]  3996.638239: function:             __local_bh_disable <-- __do_softirq
          client-3775  [000]  3996.638240: function:             run_timer_softirq <-- __do_softirq
          client-3775  [000]  3996.638240: function:             hrtimer_run_pending <-- run_timer_softirq
          client-3775  [000]  3996.638240: function:             _raw_spin_lock_irq <-- run_timer_softirq
          client-3775  [000]  3996.638241: function:             _raw_spin_unlock_irq <-- run_timer_softirq
          client-3775  [000]  3996.638241: function:             rcu_bh_qs <-- __do_softirq
          client-3775  [000]  3996.638241: function:             _local_bh_enable <-- __do_softirq
          client-3775  [000]  3996.638241: function:             rcu_irq_exit <-- irq_exit
          client-3775  [000]  3996.638242: function:             idle_cpu <-- irq_exit
          client-3775  [000]  3996.639210: function:             smp_apic_timer_interrupt <-- apic_timer_interrupt
          client-3775  [000]  3996.639210: function:             native_apic_mem_write <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.639211: function:             irq_enter <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.639211: function:             rcu_irq_enter <-- irq_enter
          client-3775  [000]  3996.639211: function:             idle_cpu <-- irq_enter
          client-3775  [000]  3996.639212: function:             hrtimer_interrupt <-- smp_apic_timer_interrupt
          client-3775  [000]  3996.639212: function:             ktime_get <-- hrtimer_interrupt
          client-3775  [000]  3996.639212: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.639213: function:             _raw_spin_lock <-- hrtimer_interrupt
          client-3775  [000]  3996.639214: function:             __run_hrtimer <-- hrtimer_interrupt
          client-3775  [000]  3996.639214: function:             _raw_spin_lock_irqsave <-- debug_object_deactivate
          client-3775  [000]  3996.639214: function:             _raw_spin_unlock_irqrestore <-- debug_object_deactivate
          client-3775  [000]  3996.639215: function:             __remove_hrtimer <-- __run_hrtimer
          client-3775  [000]  3996.639215: function:             _raw_spin_unlock <-- __run_hrtimer
          client-3775  [000]  3996.639215: function:             tick_sched_timer <-- __run_hrtimer
          client-3775  [000]  3996.639216: function:             ktime_get <-- tick_sched_timer
          client-3775  [000]  3996.639216: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.639217: function:             tick_do_update_jiffies64 <-- tick_sched_timer
          client-3775  [000]  3996.639217: function:             _raw_spin_lock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.639218: function:             do_timer <-- tick_do_update_jiffies64
          client-3775  [000]  3996.639218: function:             update_wall_time <-- do_timer
          client-3775  [000]  3996.639218: function:             read_hpet <-- update_wall_time
          client-3775  [000]  3996.639220: function:             calc_global_load <-- do_timer
          client-3775  [000]  3996.639220: function:             _raw_spin_unlock <-- tick_do_update_jiffies64
          client-3775  [000]  3996.639220: function:             update_process_times <-- tick_sched_timer
          client-3775  [000]  3996.639220: function:             account_process_tick <-- update_process_times
          client-3775  [000]  3996.639221: function:             account_user_time <-- account_process_tick
          client-3775  [000]  3996.639221: function:             cpuacct_update_stats <-- account_user_time
          client-3775  [000]  3996.639221: function:             __rcu_read_lock <-- cpuacct_update_stats
          client-3775  [000]  3996.639222: function:             __rcu_read_unlock <-- cpuacct_update_stats
          client-3775  [000]  3996.639222: function:             acct_update_integrals <-- account_user_time
          client-3775  [000]  3996.639222: function:             jiffies_to_timeval <-- acct_update_integrals
          client-3775  [000]  3996.639222: function:             run_local_timers <-- update_process_times
          client-3775  [000]  3996.639223: function:             hrtimer_run_queues <-- run_local_timers
          client-3775  [000]  3996.639223: function:             raise_softirq <-- run_local_timers
          client-3775  [000]  3996.639223: function:             rcu_check_callbacks <-- update_process_times
          client-3775  [000]  3996.639224: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.639224: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.639224: function:             __rcu_pending <-- rcu_check_callbacks
          client-3775  [000]  3996.639224: function:             printk_tick <-- update_process_times
          client-3775  [000]  3996.639225: function:             scheduler_tick <-- update_process_times
          client-3775  [000]  3996.639225: function:             ktime_get <-- sched_clock_tick
          client-3775  [000]  3996.639225: function:             read_hpet <-- ktime_get
          client-3775  [000]  3996.639226: function:             _raw_spin_lock <-- scheduler_tick
          client-3775  [000]  3996.639227: function:             update_cpu_load <-- scheduler_tick
          client-3775  [000]  3996.639227: function:             sched_avg_update <-- update_cpu_load
          client-3775  [000]  3996.639228: function:             task_tick_dl <-- scheduler_tick
          client-3775  [000]  3996.639228: function:             update_curr_dl <-- task_tick_dl
          client-3775  [000]  3996.639228: function:             effective_cbs <-- update_curr_dl
          client-3775  [000]  3996.639228: function:             on_dl_rq <-- update_curr_dl
          client-3775  [000]  3996.639228: function:             cpuacct_charge <-- update_curr_dl
